patient_id,x0,x1,x2,x3
1348,-0.79468775,1.0844504,0.7361982,-0.9985876
1349,-0.7851425,0.6813838,-0.92213637,-0.16542336
1350,-1.0038369,0.9733863,-0.25064272,0.57675433
1351,0.51401794,-0.535134,0.14997132,-1.8882315
1352,-0.47870356,1.0603116,-1.5771967,0.98538554
1353,-1.4324775,-0.038849767,-0.7621673,-0.08217263
1354,-1.4290214,0.751999,0.27348766,-1.5447383
1355,-1.535217,-1.0530245,1.6297582,0.5225707
1356,-0.02676038,-0.9735015,-0.93441534,-1.0931497
1357,1.5590934,0.052554898,0.20476997,0.317462
1358,2.0603395,0.58113205,-1.0861574,0.47787756
1359,2.2048097,0.88168186,0.8849474,-0.45127332
1360,-0.9751243,0.07627592,1.3801144,0.9760865
1361,0.58536243,-1.4946281,-0.544844,-0.4299433
1362,-0.51748216,1.5434028,2.0262542,1.2708238
1363,-0.32110852,-0.79092765,0.73052347,-0.7972846
1364,-0.59705466,-1.5530216,1.5974253,1.2652587
1365,1.5730606,0.9403554,-0.54805493,0.92516047
1366,0.115110084,0.6063131,0.50140697,-1.8808668
1367,-1.0119499,0.4460872,-0.3105214,0.06749719
1368,-0.47451794,-0.2721794,0.14985235,0.21910276
1369,0.086071834,0.36291113,-1.1748444,1.4151946
1370,-1.5149565,0.41651314,1.0001358,0.38730815
1371,-0.28068763,-1.4330448,-0.617573,1.0851727
1372,0.11655738,-0.5585318,-0.45959172,0.9505121
1373,0.38182056,0.18744722,-0.57084745,-0.933637
1374,-0.4849851,1.3019222,-0.78936595,1.4765245
1375,-0.06036608,-0.15877707,-1.0589961,0.15163802
1376,-0.5157185,0.9987868,0.8721862,0.25945616
1377,-0.18227296,-0.0346766,0.24186099,0.4070868
1378,-0.11075527,-0.92328054,-1.1727234,0.75448495
1379,2.058764,1.4688253,2.0042512,-0.73074955
1380,0.21895052,-1.3363802,-0.5543345,1.5291739
1381,0.13712236,-0.14538065,0.18084039,-1.2802982
1382,0.16092126,-1.1378846,-0.93671674,2.2802951
1383,0.6618848,0.35966858,-0.5348474,-0.18095775
1384,-0.79919827,1.0908217,0.18396132,0.12996234
1385,-0.6853324,0.9793362,-0.9720312,1.2559041
1386,2.9268205,0.7887132,-1.258087,-0.90023905
1387,-0.74343556,1.2089863,-0.0604052,-1.2483091
1388,-0.4023933,1.7771666,-1.2972028,-0.046750207
1389,-1.4365668,-0.8976331,0.8401165,-0.29544678
1390,1.5387028,0.9743839,0.17744316,-0.5744402
1391,-1.0364705,-0.4146292,-1.2637944,0.63438463
1392,0.6200065,0.87467545,0.44484916,-0.8630858
1393,0.36816758,0.68674946,-1.2950618,-0.8804682
1394,1.1483412,1.3070744,0.12937078,0.058735013
1395,-0.18890838,1.0460073,-0.44082236,-0.56038094
1396,0.72750705,0.32763776,0.9648645,-1.0775292
1397,-0.8826352,-1.7103549,0.52675116,-0.040422924
1398,-0.5084895,-0.6129131,0.73077834,1.4860064
1399,0.37501115,0.19930004,1.1156913,0.8205412
1400,0.02530379,-1.113487,-1.7966983,-1.796234
1401,0.6981291,0.6759823,0.42355764,-0.705716
1402,-0.65588564,-0.38116625,0.028558366,2.2063255
1403,1.1567427,0.37639847,0.77331376,0.6160428
1404,1.2518733,0.21286485,0.45466632,0.36428759
1405,2.3349738,0.8651247,0.95302594,-0.0014859509
1406,-1.0620626,-0.025242604,-0.98749673,-0.6617235
1407,-0.39422727,-0.65120655,1.4314283,0.8614461
1408,0.53509206,-0.80815554,-1.1242301,1.1326895
1409,0.3815819,-0.32763827,0.32167363,-0.5576
1410,0.6759511,1.8460038,0.21547283,-1.4315664
1411,-0.15453488,-0.39332038,-0.23118928,2.0007942
1412,-0.24087949,1.3576698,0.47487542,-0.307
1413,0.4288568,0.88487774,-0.28276688,-2.7312992
1414,-0.39786935,-0.7237859,-1.1253073,-0.9031159
1415,1.5131688,-1.7517189,1.3445119,1.2552341
1416,-0.8750944,0.5506119,0.2647818,-0.89196223
1417,-0.5549134,0.18519309,0.36353764,0.6550147
1418,0.9936385,-0.37789932,2.7666302,-0.05138666
1419,0.59379596,-1.8037199,-1.0732116,0.014445387
1420,-0.2570916,-0.25185156,-0.18429863,0.38042164
1421,-0.037877932,0.15731254,0.17697193,2.3145194
1422,0.72466713,-0.7196591,1.9499488,0.38327837
1423,-0.49009952,-1.5507207,0.47707593,-0.46819454
1424,0.5501587,-0.42329815,-0.70851177,1.7034298
1425,0.0549606,0.09315362,-1.4989138,1.1280202
1426,-0.03793452,-0.61218107,0.7155937,0.458273
1427,0.85782725,-0.17081006,0.43794936,1.2407507
1428,-1.1973145,0.821163,-0.9665643,-0.80725384
1429,0.11372338,-1.2556617,0.026032683,0.2624704
1430,-1.4889116,-0.7112221,-1.1732453,0.015974535
1431,-0.15496598,0.14268555,-0.794021,-0.25343406
1432,-2.6277163,0.15305594,-0.55648047,1.3262093
1433,0.20038654,2.0025454,0.23850897,-0.70299476
1434,-1.2944689,1.8265862,-1.0451703,-0.2768544
1435,-0.0011601995,0.69939935,-1.1048648,2.0008874
1436,-1.2163475,-0.0873338,1.6166505,1.3995157
1437,-0.78248066,-0.6981382,0.35608277,1.0354965
1438,0.5804228,-0.37658766,0.5665372,-0.7667728
1439,-2.1599967,1.2451953,0.76551753,0.60255504
1440,-0.82851726,-1.0757589,-1.2442571,0.04198348
1441,-2.0383973,-0.46294782,-2.0543451,1.5508004
1442,0.85059744,0.29021114,1.2610912,0.5994287
1443,1.3035355,-1.3048072,-1.5678239,-0.82872397
1444,-0.43564144,0.1833152,0.734942,-1.1003836
1445,-0.553868,-0.47842625,-0.5942664,1.2592528
1446,0.9009478,-1.0592641,-0.6187795,-2.4605904
1447,1.4768535,-0.35034132,-0.48699823,0.99545234
1448,0.93835914,0.08243632,0.065954186,-1.3950244
1449,-0.7599335,1.0861418,1.2686867,0.3796183
1450,-0.6662776,0.38681212,0.5629243,-1.4875395
1451,0.91950965,0.31860167,-1.1063917,-1.8371637
1452,0.04982994,1.2037016,-1.0846467,1.8968636
1453,0.10842969,1.5048034,-0.22176798,0.68639946
1454,-0.10421116,-0.36853823,0.38839203,0.49096125
1455,-0.43182096,-0.70131856,1.152978,0.36388016
1456,-0.29280683,0.9456431,-0.4774516,-0.2878916
1457,-1.0091267,1.8776116,0.7564413,1.2046978
1458,0.49247757,0.2897053,0.9420082,1.4055407
1459,0.46507162,-0.5344883,1.8165282,0.46138066
1460,0.5376778,-0.26300055,-0.13825378,0.012848749
1461,0.71864337,-0.65137124,0.0006504093,-1.6748042
1462,0.16097187,-0.21545249,-0.8609439,-0.65690166
1463,0.0011438304,0.44774106,-2.8076253,0.31232727
1464,-0.535394,0.28796586,-1.0778724,-1.5158128
1465,0.079524025,-0.91248614,0.6003406,-0.15707514
1466,-0.98623973,0.15840302,-1.9682958,-0.39859337
1467,-0.078006715,-0.30980855,1.0738056,-0.762783
1468,0.34711963,0.0040966286,-0.5158198,-0.12417506
1469,0.5128303,1.1840091,-0.18416312,0.45032704
1470,-0.5619382,0.5208096,-1.7732936,-0.21766308
1471,-0.1599367,-0.8293287,0.6527006,-1.4334303
1472,-0.628074,0.10164677,-1.9419819,0.34803805
1473,0.32065946,1.6856927,0.6620356,1.3102552
1474,-1.6921498,0.064770356,-1.5544168,-1.3944091
1475,0.27500075,1.3221447,0.84000665,-0.23524728
1476,0.06058969,-0.31151646,-1.322643,0.3457243
1477,0.26971486,0.12406466,1.0279424,-0.8270888
1478,-0.6241637,1.288549,1.2288997,0.4276352
1479,0.029013814,0.36547145,1.3756725,-0.550929
1480,1.2699087,1.7335068,0.90855134,0.22004314
1481,-0.65774614,1.5679702,-0.034812123,-0.33348882
1482,0.6754581,0.80583715,0.27189517,0.5363385
1483,-0.27788478,0.2627138,0.08455253,-0.7033069
1484,-1.4530146,-0.43853217,-1.5244192,-0.4624474
1485,2.4518435,2.1827068,-1.1470624,0.8006479
1486,-0.70581764,-0.2585998,-0.7200105,0.017751403
1487,3.2415972,-0.6347795,0.1624153,1.1894938
1488,1.8578606,-0.3636068,0.79701966,0.17377621
1489,0.7091334,-2.1323702,-0.29822347,0.5927671
1490,-0.5099267,0.8971389,-0.2507903,0.37170306
1491,-1.3785944,-0.99301994,-0.43897417,-0.9663874
1492,-0.9997727,0.6345687,0.50791484,1.1892655
1493,0.8090731,0.6685362,-2.2621248,-2.1096165
1494,1.9546263,-0.8091295,1.1217614,-1.11584
1495,0.41470167,1.9066122,1.211594,-0.675764
1496,-1.247748,0.1121313,-0.17311968,2.017271
1497,0.01687451,-0.7356069,-0.74934137,-0.93217665
1498,-2.745344,-1.6359315,0.3746693,-1.235313
1499,2.1830652,-1.0383776,0.89091694,1.5009202
1500,0.63458335,0.9324859,-0.47161078,-0.6751674
1501,0.3697138,0.21687812,0.0624518,-0.61161107
1502,0.056269597,1.2700094,0.45502126,1.309591
1503,0.808837,-0.15084752,0.80617005,-0.081160285
1504,-0.6055783,0.17125046,0.9493486,0.38056695
1505,-1.4408793,-0.81183183,0.13433217,-0.99715424
1506,-0.1580544,0.9285591,1.689967,-0.37715223
1507,-0.06732414,-0.4064003,-0.45107725,0.022421889
1508,-0.8207324,-0.6434718,1.6830453,-1.5507363
1509,-0.22084293,0.23048365,0.01708498,0.31755775
1510,0.28789774,-0.57520986,1.253277,0.653603
1511,0.32762888,1.816312,-0.019070212,0.20306322
1512,-0.2283201,-1.064898,0.3069773,2.0894363
1513,0.33705795,-0.42217028,-1.0617057,-0.57261133
1514,0.29237977,-0.2076341,-1.412036,-0.032774623
1515,0.96670634,0.20452502,0.23037577,0.1446069
1516,-0.15793648,-1.5301496,0.18590125,1.0682453
1517,0.060437363,-0.24813724,-0.06823982,1.5278511
1518,-0.20166257,-0.22715594,-1.7459507,-1.1579056
1519,0.56315255,2.1300874,-0.5938367,0.05110111
1520,-1.0887164,-0.20277937,-0.43626848,1.8344451
1521,1.0856614,1.5171119,1.5143167,0.8207764
1522,0.18546894,0.14100671,0.7661707,-1.1159583
1523,1.4551748,0.6117704,-0.7794925,2.1753526
1524,-0.49950796,1.1083331,1.7857524,-0.39770904
1525,0.061826818,-1.1869009,-2.6193604,1.1808305
1526,0.24324237,0.9850205,0.76135284,-0.59835047
1527,-0.37847444,0.49067935,0.82571274,-0.5486221
1528,-0.6683321,-1.1133538,-1.8858857,0.88211375
1529,-0.40246704,-1.6353607,1.0008061,1.041856
1530,1.4397191,-2.5697627,0.32123148,-1.4897075
1531,-1.0276407,0.71648544,0.32055223,1.0806721
1532,-1.8400489,-0.124979556,1.6761775,0.54528975
1533,0.050567385,1.4194821,-0.8235743,-0.99003774
1534,-0.23596723,-0.9392083,-0.22930898,-1.3379867
1535,-1.3282067,-0.9606549,-1.4801263,1.0021685
1536,-1.2010106,1.0983648,0.8430285,1.7708467
1537,0.7351612,-0.11676365,0.7891722,0.013349058
1538,-0.36033282,-0.9545153,-0.27758247,0.6848457
1539,0.63372564,-0.114227615,-1.799454,1.1090903
1540,1.2922741,0.64927363,-0.17736655,-0.04331307
1541,-1.2325847,-0.17528078,1.0291948,-0.40279385
1542,0.6111974,0.7337583,-0.7412351,1.2461193
1543,-0.62014186,0.3281173,-0.1311847,0.2518999
1544,-0.118448265,-1.483373,0.052830398,-1.2313606
1545,0.2782038,-0.10915916,0.58111763,-0.22823226
1546,-1.4891362,0.3013018,0.21143949,-0.83078
1547,0.35122663,0.8380368,-0.25586006,-0.78723586
1548,0.04073396,1.1834301,2.9787047,-0.05008048
1549,0.9147266,1.7664503,1.5304503,-0.06287066
1550,-0.5972123,-0.8681888,1.6915405,0.7761396
1551,0.035966787,1.0692548,0.3488414,-0.48557386
1552,-0.08758039,0.66391516,-0.009032713,0.4409795
1553,0.7962345,-0.4155252,0.65612805,-1.4403858
1554,-0.74026847,1.1418523,-0.20211017,-0.28322628
1555,0.10652426,-0.9492658,0.7402641,-0.2935923
1556,-1.3673129,-0.5314514,2.7236357,-0.50709605
1557,-1.564103,2.2106466,-0.8302912,-0.68263525
1558,-0.39474022,-0.24929073,0.29317546,0.33455798
1559,-0.7943198,-0.15578428,0.40864283,0.06501928
1560,-0.09979653,2.5843391,0.057523277,0.09090249
1561,1.0117971,-0.5614029,0.053282622,-0.14741112
1562,-0.98111075,0.1564458,0.01127121,-0.49920034
1563,-0.19973908,1.3106893,0.6466271,0.34760895
1564,0.80727947,-1.6578214,-0.030102938,-0.8720735
1565,1.1982167,-0.534786,0.49440947,0.63784796
1566,2.3829813,0.7558369,-0.80537075,-0.8770063
1567,0.52520597,0.89389783,0.8350198,1.0019546
1568,-0.4605348,-1.9591167,0.8184869,0.39875868
1569,-0.38474616,0.7720688,0.25529507,0.048012342
1570,0.50263983,-0.5505206,-2.1878133,0.93870795
1571,0.31020433,-1.8769977,-0.45944124,-1.549464
1572,-0.18778688,-1.2264457,0.59183794,-1.1446873
1573,-1.0813603,-0.21119307,0.8318528,-0.29692912
1574,-0.6901904,0.60768616,-0.351522,1.2254984
1575,1.2110083,-0.14054453,2.0994596,1.0452582
1576,0.67032367,0.12135745,-0.86292744,0.50857776
1577,0.29051936,0.47169286,1.5336041,0.6711392
1578,1.0009824,-0.49960417,1.8894441,-0.1862786
1579,-0.89276946,-1.3742124,-0.52848464,1.0662571
1580,-0.073845685,0.24679919,0.61620694,0.06827258
1581,-0.31949896,-0.60598546,-0.37475073,-0.19299476
1582,-0.8101766,-0.10139692,-0.35646823,0.2805529
1583,0.7809624,-0.23583269,-0.00039541512,-0.43287012
1584,0.20662369,-0.2235568,-0.13119794,1.1447217
1585,-1.1721607,-0.36932638,2.174456,0.326709
1586,-0.9134179,-0.143703,2.0588303,0.7523059
1587,1.3317766,0.12377928,0.77054,-0.08974344
1588,-1.0285949,1.1644167,0.37239978,-0.33355528
1589,-0.47516087,-0.43584746,2.29035,-0.44414967
1590,-0.45574972,-0.059123352,-0.0022997183,1.1417491
1591,0.970369,-0.9819972,0.23291963,0.52865124
1592,-0.21855178,-0.57614934,0.88417315,0.55712026
1593,-0.5737021,-0.0911827,-0.96173763,0.23945469
1594,-0.22381261,-0.46032527,-1.0477356,-0.5252762
1595,-0.10781878,0.80701077,-0.61692274,0.2322562
1596,0.8750006,0.9995423,0.5561794,0.726511
1597,0.68556106,-0.70949936,-0.93821186,-0.5663067
1598,1.6253463,0.043437168,0.79360193,0.10022095
1599,-0.1985844,0.5193669,1.1521231,-3.1223516
1600,0.57948816,1.2600509,1.7697506,-0.6957865
1601,-1.1328669,-0.9984029,0.37393948,0.26022995
1602,0.031145202,0.13889986,-0.028868223,-0.77401114
1603,2.3060567,-1.061613,2.3351378,-0.054679666
1604,-0.0803752,0.27912503,-0.15845631,0.41119862
1605,0.029832678,-2.0497,-0.58207357,-0.17974351
1606,0.83246934,-0.3386656,-0.21725684,-1.0295315
1607,0.4901831,1.035828,-0.8012893,-0.0835428
1608,0.26767412,1.8243515,0.16894196,0.08125055
1609,-0.06677183,1.9385725,-0.33620355,-0.3074534
1610,-0.88024646,-0.45459485,1.2805436,-0.24881656
1611,-1.2663039,1.3631551,-0.07548142,0.068022974
1612,0.4568518,1.2306299,-0.785123,0.028416838
1613,1.1003692,-0.5450539,-0.5087403,-0.027480332
1614,-0.8861102,0.34130362,-0.8478033,1.3560344
1615,0.20869707,1.6457361,0.33112794,1.5181941
1616,-0.11290367,-0.14773315,0.7434347,0.7563353
1617,-0.4483879,-0.75731736,-0.6859503,-1.0600106
1618,-1.0204333,-0.9474323,-1.8884317,-0.94632214
1619,1.0087194,-0.8489845,0.41670606,0.35965645
1620,-1.1886882,1.2558367,0.7141246,-0.041233126
1621,-1.9130217,0.313837,-1.2284524,0.030894972
1622,1.3092632,1.1107603,-1.3122427,-0.43671924
1623,-0.7972641,-0.16665493,-0.30285332,-1.1969104
1624,-0.33103055,-0.060736567,-0.44287232,-0.63258994
1625,0.19581164,-0.5959172,0.65061206,-0.60001147
1626,-0.422538,-0.19418523,0.43495938,1.4787403
1627,0.029868493,0.17455177,1.4777933,0.62653416
1628,2.2037008,0.7510589,0.5711051,-0.45398575
1629,-1.8493522,-0.038253237,-0.66273415,0.57552886
1630,-0.23280935,-0.5569008,0.6851999,1.6918467
1631,-1.0620338,1.9861133,0.95864147,-0.11793659
1632,-0.175897,-0.29415473,-0.93021494,1.0421857
1633,-1.6711497,-0.10471424,-0.12027644,0.45397496
1634,-1.1629719,-0.6542138,1.7287986,-1.4143958
1635,-0.94202244,0.42547327,-0.3242999,-0.020007737
1636,1.1351933,0.707487,-1.1801299,0.95750713
1637,1.1610824,-0.56311494,0.5636992,-0.3120408
1638,0.261129,-0.6875334,0.016575709,1.983229
1639,1.2820519,0.20245868,0.42973703,0.939132
1640,-1.1778879,0.19398996,-0.9807759,0.022389663
1641,0.78911144,0.27244392,-0.8367589,0.77621365
1642,0.4015477,-0.607238,0.116027914,-0.98121595
1643,0.83097017,1.1983235,1.4398081,-0.45511
1644,-1.5001264,0.38123316,1.4443374,0.18506889
1645,-0.22747591,0.7212694,-0.45991367,0.027802534
1646,-0.31264263,0.113352634,0.6289617,0.7952843
1647,-1.5914799,-1.0189552,-0.55734485,-0.07347887
1648,-0.29575503,-0.5408847,-0.9191372,-0.37631938
1649,-0.40473327,-0.55449873,1.7604476,-0.7619723
1650,1.3621497,0.47222877,-1.7997618,0.36039665
1651,-0.363832,0.33133665,0.21848993,-0.28683868
1652,0.31991333,0.34230143,-1.4476768,-0.9331751
1653,-0.054426774,0.5411899,-0.5344097,-0.025715798
1654,0.2367524,0.22930348,1.369047,0.6643589
1655,0.6380446,0.81729794,-0.8647917,-0.40669194
1656,-0.24543807,-1.2769663,-1.5515858,0.6017127
1657,1.4976946,-0.9384268,-1.1638631,0.1933855
1658,-0.5481125,-0.26639113,-0.08289331,0.04065723
1659,0.54691184,-0.77480036,-0.6737018,-0.9541056
1660,-0.6131327,2.2396538,0.5503734,-1.3004063
1661,0.5670866,0.5406692,-0.30470797,-0.32375914
1662,0.21365164,1.7813826,-0.53062654,-0.74189323
1663,-1.1150085,1.7306026,-0.80082047,-0.37311402
1664,-0.24894077,0.6717562,-0.08703131,1.9029182
1665,0.41922426,-0.83040553,0.46186838,-0.9991215
1666,-0.90506524,0.6559119,-0.028145868,-1.171831
1667,0.65443254,0.29916543,0.34619856,0.5253453
1668,-0.51298183,0.45661137,-1.6528786,1.1946703
1669,-0.106375635,1.4410493,0.29352292,-0.35197824
1670,0.30027935,-0.8725784,-2.0180008,0.9062921
1671,0.38467833,-0.93792206,-0.9566023,1.5122094
1672,1.0813059,0.99638623,-0.9182911,-0.41136992
1673,-1.028564,0.22107895,0.24230623,0.88453746
1674,0.8024845,-1.3955339,-0.38855314,0.47129697
1675,-0.77351177,-0.50597507,1.3400493,-0.07071303
1676,0.22604007,0.53023374,1.0814012,-0.8207208
1677,-0.08522138,0.39149228,0.17204353,0.2411496
1678,-0.5374441,-1.436439,-0.19933361,-0.0978594
1679,1.0247325,0.41786593,-1.6126822,0.83499664
1680,0.44720653,-1.792643,-1.1129507,-0.5713651
1681,-1.0383863,0.7041324,-0.18201865,1.0197208
1682,1.3548712,-0.18128818,-0.7447232,-0.2295312
1683,-1.323279,-0.6587359,-0.56100094,2.0711958
1684,-1.3788282,-0.73501426,1.1406697,-0.29814032
1685,-1.2751886,-1.9715602,0.37129158,-0.43728194
1686,-1.3498592,1.5252185,-0.17220852,-0.5732572
1687,-0.9151077,0.16082792,0.34068197,1.0672773
1688,0.21069255,-0.5309365,1.7529768,-0.5098469
1689,-0.792488,0.029901791,0.7099478,-0.3882693
1690,1.0264428,-2.033651,0.08630892,-0.32345548
1691,0.80612016,-0.66736317,0.34077755,-0.08139385
1692,-0.019810803,0.15182248,-0.31381983,-0.34980878
1693,0.44445622,-0.2463084,-0.581483,0.92315894
1694,0.568562,0.14584519,-2.0205462,-1.1965181
1695,0.3657457,0.48553574,-0.6764914,-0.68716305
1696,1.1102941,-0.55574244,-0.11147194,0.41318834
1697,0.4979053,0.75397015,-0.36212566,-1.2865479
1698,0.009951064,-0.82220036,1.0918461,-0.25435817
1699,0.42475787,-1.9549876,-1.3745836,1.1555854
1700,0.10043988,1.1582643,-0.43952462,-1.4463447
1701,-0.9335983,-0.056576513,-1.5152928,1.3215563
1702,0.13993478,-1.2297914,0.0448773,-1.306402
1703,-0.08923625,0.67564,-1.0538023,-0.01562503
1704,1.9735221,0.6197384,-2.3622205,-0.006624235
1705,-0.07142733,0.2250998,0.56985855,0.7695154
1706,-0.076017156,1.0895902,-0.36536342,2.1973739
1707,-0.5932567,-0.4644089,-1.776844,1.3114202
1708,-0.91227084,0.63572675,1.172139,-0.2889604
1709,3.0189917,0.49732247,0.45222598,0.6440025
1710,1.1232293,0.8368852,0.5105666,0.8630526
1711,0.51969844,-1.5700804,-0.86198974,0.39808547
1712,0.18277001,0.45352727,-0.7760438,-0.9953688
1713,0.18265407,0.51711696,1.7602695,-0.1825988
1714,0.80000824,1.1277504,0.08802274,-0.40347245
1715,0.018007567,0.26653042,0.2532507,0.53484505
1716,1.1933221,-1.2147236,-1.3900646,-2.8106833
1717,0.34543926,1.3322744,-0.2954846,-1.6857792
1718,1.2000808,0.49728242,0.14922996,-0.8116063
1719,-1.0658343,-0.18667379,1.5464404,1.0120978
1720,-0.5627757,-0.07070322,-2.2989645,-0.3754917
1721,-0.9467105,0.5932044,-2.248258,0.81036395
1722,0.1741109,1.6569637,1.3624411,0.7095798
1723,0.011627755,-0.045613002,-0.84410304,0.5538667
1724,-1.8042556,0.7163383,-0.7373283,0.5240396
1725,0.15518105,-0.22361787,-2.7807748,-0.9345709
1726,0.55329025,0.937517,-1.4095992,0.08379747
1727,1.2747631,0.8824598,1.8690311,-1.8393524
1728,-1.6906766,0.9631927,1.1864731,0.7515942
1729,-0.62192476,1.1877981,1.2079928,-1.1290077
1730,0.45789084,0.4328921,-0.29499766,0.635951
1731,-0.9640442,0.40390587,2.0663724,-1.1570369
1732,1.1841048,1.2440494,0.3261581,-0.12514178
1733,0.48516515,0.19665326,-0.36094478,-2.0069487
1734,0.1410563,-0.032573108,0.6339618,0.43398935
1735,-0.5104788,-0.1112676,-1.8897641,1.998757
1736,2.212095,0.7069537,0.27161774,1.866
1737,0.379434,-2.1267884,0.6045551,-0.9267464
1738,-0.14003742,-0.3305397,-0.74762344,-1.5055796
1739,-0.5516113,0.16971949,1.5364599,-0.38990036
1740,-0.55626625,0.28624824,-0.6932463,-1.139517
1741,0.9537331,1.4992868,-0.0756794,-1.5820005
1742,0.33211946,-1.3493017,1.3459514,0.52530724
1743,0.06160432,-0.8431428,-1.9945023,-0.88978106
1744,-0.2547107,-0.28224418,0.041179266,0.14761999
1745,0.48542017,0.92223096,-0.1758758,0.43171632
1746,1.3519379,0.60319597,-0.51112974,-1.4073653
1747,0.17188127,0.0062387646,1.499446,-1.27978
1748,0.13322356,-2.0068963,-1.7057874,-0.3394824
1749,0.7503609,-2.2374332,0.4386437,0.19342758
1750,-1.3205397,-0.8920506,0.47355205,0.8352507
1751,1.3726586,1.0271791,-1.7226745,0.6453924
1752,-2.0511692,0.3234297,0.29214546,-2.6761582
1753,0.15987568,-0.7359426,-0.08194639,-1.1993326
1754,-0.8944377,-1.7571867,-0.017894018,0.9216137
1755,0.6153775,-0.90579826,-0.36536017,2.4967632
1756,0.29906958,-0.8210003,1.5882874,-0.9529012
1757,0.40063354,-1.5102353,-0.80677164,0.40522397
1758,0.17265475,0.38235462,1.5819016,1.4273703
1759,-0.28139597,1.5632967,2.012535,-0.21655732
1760,0.7876647,-0.30631337,1.4163436,-0.32252452
1761,-0.0979287,0.605923,0.53981334,-1.1774442
1762,-0.27371275,-1.5773953,1.3313197,0.51677245
1763,0.50420266,0.3362674,-0.70188767,0.6609362
1764,0.69177926,0.078142114,-0.18218234,-0.46256652
1765,-1.4607261,0.4073044,1.046462,1.4614072
1766,-0.15822276,-0.46401897,-0.4571262,0.42990953
1767,0.6127345,0.364087,-0.12838237,-0.35702983
1768,-0.305562,-1.0134587,-0.58636653,-0.24755065
1769,-1.3689518,-1.1589882,0.5955808,-1.3651472
1770,-0.5974345,-2.4360747,-0.16821644,-1.9613423
1771,-0.35163027,1.8026133,-0.7666767,-1.3414255
1772,-1.3700079,1.1601204,-0.9676673,-0.43765908
1773,-1.6174669,-0.88297725,-0.57447296,1.1634454
1774,0.057619717,-0.13584377,1.3866054,0.5558771
1775,0.3159815,1.6671075,-1.1381264,0.06962513
1776,0.47255385,-1.0932951,0.16480082,-1.3275677
1777,-1.6873838,-0.20924509,1.0824844,-0.009008388
1778,0.73136795,0.6890006,2.428577,-1.5346472
1779,-0.8211778,-1.0433735,-0.13538118,0.08454345
1780,-0.18033409,-0.94430864,-0.9524408,0.80054784
1781,0.8894233,0.22335303,-0.09294104,-0.76986057
1782,-0.6061641,-0.22384104,-0.7177406,0.7594846
1783,-0.77833205,2.0841627,-0.85971415,-1.3216317
1784,-0.6332812,0.88089174,0.32141283,-0.6951536
1785,-1.0698991,-1.4116876,-0.04293893,-1.7789806
1786,1.7350475,-2.3251548,-1.0868876,-0.5447266
1787,-1.6504706,-0.8959109,-0.11325559,1.8649881
1788,0.8196429,-0.069173425,1.2772362,-0.35465547
1789,-0.37169325,-0.57951784,1.2381039,1.818338
1790,-0.62039375,0.575769,-0.089373045,0.011582894
1791,-1.1649604,2.2416894,-0.6665535,0.4620645
1792,-1.7888178,0.94078183,-0.5481875,-0.78593075
1793,-1.0120008,0.12867129,-1.447478,-0.52264506
1794,0.8629927,-0.04083187,0.4075818,-0.06765719
1795,-0.8551266,-1.6970929,-0.43149704,-1.3183343
1796,-0.028216427,1.4133593,0.56679827,0.56652987
1797,0.6908515,0.44689098,-0.44805247,0.65341747
1798,-0.39544514,-0.7308123,-1.2471535,1.3872231
1799,0.14288604,-2.1685808,0.7303485,-0.74274266
1800,-0.39245418,0.67707247,-1.6787858,0.048806097
1801,-0.58967584,-0.20092137,-0.34850702,0.2417847
1802,-0.4088586,2.5740943,-0.31822562,-1.5562959
1803,-0.08373073,0.063672215,-1.6556437,0.116745226
1804,0.57947147,-0.15920715,-1.6110853,0.3476891
1805,1.214547,-1.0752621,0.9637982,-1.7133689
1806,1.838366,-0.8638201,-0.80443794,0.02156332
1807,-1.2105713,-1.7305197,-1.6397104,0.47029486
1808,2.1811898,-0.72382313,-0.3604332,-0.017544586
1809,-0.7521974,-0.059660606,-0.8093614,-0.015132279
1810,-1.4808468,-0.01270881,-0.66162384,-1.3326187
1811,0.22464287,1.5534389,1.2620319,1.1992959
1812,-0.39275056,-0.94056094,-1.7986153,0.27681223
1813,-0.2273253,-0.35857898,0.6358706,-2.2955415
1814,-0.053697165,-0.064722896,-0.20992449,-0.42018956
1815,0.46902013,-0.730403,0.12265923,-0.2268872
1816,-0.92964286,1.6552465,0.11870673,0.58622545
1817,-0.5621416,0.057851948,-1.1272734,0.5449046
1818,0.48668838,0.64530206,-0.13199547,-0.034744382
1819,1.172087,-0.37834102,-1.2730294,1.2740939
1820,-1.6446064,0.58087397,0.20034812,-0.36490867
1821,-1.0283047,1.842096,-1.5801187,0.12183874
1822,0.023213044,-0.443999,-0.031479396,-0.37995178
1823,0.36615285,0.79421216,2.1467385,-0.8210772
1824,-0.47131205,-0.3496234,0.2980424,0.20559244
1825,2.1742206,0.9059755,0.8064606,-0.75032747
1826,-0.35889867,0.14751396,-0.14615329,-1.2967963
1827,1.0911199,1.537672,-0.041741703,-0.1742012
1828,0.837357,1.1987604,1.6959802,-0.060725424
1829,0.25426462,0.6752461,0.07140318,-0.5254959
1830,-0.18418369,-0.28221872,-0.32184467,-0.10669507
1831,-0.34408668,-0.45651153,-0.18850309,0.99565685
1832,1.1270703,1.6234,0.6287683,-0.21521384
